,id,Cause,Object,Occupation
3483,201502457,Falls,safe,laborer
3484,202329397,Falls,scaffold,coworker
3485,14234934,Falls,vault-door,no_occupation
3486,200082857,Caught in/between Objects,saw,carpenter
3487,201179728,Caught in/between Objects,pump,no_occupation
3488,200742518,Caught in/between Objects,roller,no_occupation
3489,100625193,Falls,no_object,no_occupation
3490,202499810,Caught in/between Objects,saw,filler
3491,202443024,Caught in/between Objects,nail-gun,carpenter
3492,201114535,Caught in/between Objects,saw,formsetter
3493,201041357,Falls,car,no_occupation
3494,200800209,Falls,manbasket,supervisor
3495,202488755,Falls,pipe,coworker
3496,202573671,Falls,platform,supervisor
3497,202573937,Caught in/between Objects,no_object,worker
3498,202360467,Falls,no_object,coworker
3499,201330743,Struck By Moving Objects,gate-door,excavator
3500,201405750,Falls,box,no_occupation
3501,200533990,Caught in/between Objects,scissor-lift,controller
3502,202486296,Caught in/between Objects,chiller-unit,coworker
3503,200851525,Falls,bridge-walkway,painter
3504,170167977,Struck By Moving Objects,water,no_occupation
3505,170159750,Caught in/between Objects,flange,no_occupation
3506,202654075,Falls,no_object,owner
3507,202442570,Struck By Moving Objects,backhoe-bucket,plumber
3508,201020377,Caught in/between Objects,toe,no_occupation
3509,201176252,Falls,slab,owner
3510,201145646,Caught in/between Objects,fixture,no_occupation
3511,202033650,Caught in/between Objects,shaft,driver
3512,200534022,Struck By Moving Objects,wale,twotier
3513,200332237,Struck By Moving Objects,no_object,no_occupation
3514,201614237,Caught in/between Objects,sand,no_occupation
3515,201408168,Falls,no_object,no_occupation
3516,201073293,Struck By Moving Objects,truck-tire,passenger
3517,200555225,Falls,hopper,no_occupation
3518,202465829,Other,dirt,worker
3519,201363207,Other,trench,excavator
3520,201401932,Caught in/between Objects,sand-pot,no_occupation
3521,14446942,Falls,bridge-surface,no_occupation
3522,607192,Falls,sand-bin,driveover
3523,202467411,Falls,metal-platform,painter
3524,200103083,Falls,no_object,coworker
3525,202005153,Struck By Moving Objects,no_object,no_occupation
3526,201183803,Caught in/between Objects,lift-railing,no_occupation
3527,202360178,Falls,ladder,no_occupation
3528,202556296,Falls,no_object,no_occupation
3529,202542874,Struck By Moving Objects,belt,carpenter
3530,200625846,Falls,breezeway,sander
3531,200626711,Falls,no_object,no_occupation
3532,200531713,Caught in/between Objects,saw,thicker
3533,202445250,Falls,no_object,coworker
3534,201020997,Falls,no_object,contractor
3535,200921492,Falls,no_object,no_occupation
3536,170885370,Falls,no_object,coworker
3537,201485760,Falls,no_object,carpenter
3538,201510856,Falls,steel-plate,no_occupation
3539,201795101,Caught in/between Objects,carbon-monoxide,contractor
3540,202658142,Falls,ladder,no_occupation
3541,201857729,Falls,employeess,no_occupation
3542,200090314,Falls,jack,coworker
3543,201123171,Falls,no_object,no_occupation
3544,200611028,Falls,no_object,roofer
3545,201403607,Falls,no_object,bearer
3546,201160918,Falls,no_object,no_occupation
3547,201092236,Collapse of object,no_object,no_occupation
3548,200220051,Other,no_object,no_occupation
3549,202556445,Falls,scaffold,worker
3550,201078318,Falls,no_object,carpenter
3551,202543641,Caught in/between Objects,acid,contractor
3552,200776433,Falls,bracket-scaffold,no_occupation
3553,201185568,Falls,no_object,contractor
3554,201408309,Caught in/between Objects,no_object,no_occupation
3555,202627881,Falls,no_object,contractor
3556,200776029,Caught in/between Objects,scaffolding,no_occupation
3557,200033660,Collapse of object,scaffold,no_occupation
3558,202368221,Falls,no_object,no_occupation
3559,202005336,Falls,no_object,no_occupation
3560,202080339,Falls,scaffold,shorter
3561,200742534,Falls,day,coworker
3562,200270692,Falls,pick,coworker
3563,170108294,Falls,scaffold,no_occupation
3564,868174,Falls,pick,no_occupation
3565,14460281,Falls,scaffold,conductor
3566,202542312,Falls,no_object,labor
3567,201183084,Falls,scaffold,coworker
3568,201311172,Falls,no_object,no_occupation
3569,200630978,Falls,no_object,coupler
3570,201572229,Falls,scaffolding,carpenter
3571,202013710,Falls,no_object,no_occupation
3572,201405263,Falls,no_object,no_occupation
3573,201521283,Falls,scaffold,no_occupation
3574,202312872,Falls,piping,no_occupation
3575,302573787,Collapse of object,no_object,no_occupation
3576,656421,Falls,bracket,no_occupation
3577,200710820,Struck By Moving Objects,rebar,no_occupation
3578,201161130,Falls,no_object,no_occupation
3579,200963080,Caught in/between Objects,no_object,coworker
3580,202556064,Falls,no_object,no_occupation
3581,202252417,Falls,scaffold-ladder,no_occupation
3582,202652558,Falls,no_object,climber
3583,200626265,Falls,tower-scaffold,no_occupation
3584,201127883,Caught in/between Objects,mechanism,foremansupervisor
3585,301275194,Caught in/between Objects,shaft,no_occupation
3586,201103017,Struck By Moving Objects,no_object,owner
3587,201260031,Struck By Moving Objects,no_object,laborer
3588,202673257,Struck By Moving Objects,hill,coworker
3589,202506614,Caught in/between Objects,scraper,coworker
3590,202516605,Caught in/between Objects,window-hinge,no_occupation
3591,202447108,Caught in/between Objects,embankment,foreman
3592,201637121,Struck By Moving Objects,backing-scraper,checker
3593,202446530,Struck By Moving Objects,truck,foreman
3594,200624385,Struck By Moving Objects,scraper,coworker
3595,200812378,Struck By Moving Objects,no_object,no_occupation
3596,200784015,Struck By Moving Objects,scraper,surveyor
3597,202484457,Caught in/between Objects,metal,no_occupation
3598,200331783,Struck By Moving Objects,scraper,no_occupation
3599,201261724,Falls,platform,no_occupation
3600,201570801,Falls,smokescreen,worker
3601,14416234,Falls,house,no_occupation
3602,956987,Caught in/between Objects,pipe,washer
3603,202507117,Struck By Moving Objects,rubber-sealant,roofer
3604,200380574,Falls,no_object,contractor
3605,200170579,Falls,no_object,no_occupation
3606,201157922,Caught in/between Objects,plug,plumber
3607,201485844,Caught in/between Objects,grinder-blade,no_occupation
3608,170765531,Struck By Moving Objects,machine,no_occupation
3609,200612117,Struck By Moving Objects,no_object,owner
3610,202655775,Struck By Moving Objects,excavator,excavator
3611,202342473,Struck By Moving Objects,seizure,no_occupation
3612,202342333,Falls,no_object,no_occupation
3613,202126637,Other,workstation,welder
3614,202075594,Falls,seizure,carpenter
3615,202339735,Falls,descending-ladder,foreman
3616,201341922,Struck By Moving Objects,site,carpenter
3617,200672947,Caught in/between Objects,swim,worker
3618,170576060,Struck By Moving Objects,roller,no_occupation
3619,904110,Struck By Moving Objects,crane-cab,no_occupation
3620,14197115,Struck By Moving Objects,caterpillar-self,opeator
3621,200271880,Struck By Moving Objects,service,no_occupation
3622,201178001,Other,ac-unit,no_occupation
3623,200900918,Electrocution,power-line,laborer
3624,200610160,Electrocution,power-line,no_occupation
3625,642801,Electrocution,power-line,conductor
3626,773960,Electrocution,power-line,conductor
3627,943027,Electrocution,power-line,plumber
3628,14484356,Electrocution,power-line,painter
3629,14386189,Electrocution,power-line,carpenter
3630,14525430,Electrocution,power-line,conductor
3631,200532760,Caught in/between Objects,no_object,fabricator
3632,202657839,Falls,ladder,contractor
3633,202539839,Falls,ladder,worker
3634,200625416,Falls,no_object,carpenter
3635,200203289,Other,tunnel,supervisor
3636,200677482,Falls,retention-pond,foreman
3637,201942612,Falls,cesspool,no_occupation
3638,201282035,Struck By Moving Objects,manhole,sewer
3639,201119393,Struck By Moving Objects,no_object,foreman
3640,200999381,Struck By Moving Objects,failure,no_occupation
3641,200103786,Other,trench,carpenter
3642,201408325,Struck By Moving Objects,vehicle,sewer
3643,201283330,Electrocution,trench-cave,sewer
3644,202478269,Falls,equipment,worker
3645,200263648,Struck By Moving Objects,shackle,no_occupation
3646,202486817,Falls,fence,worker
3647,202087474,Falls,hatch,no_occupation
3648,201059391,Caught in/between Objects,shackle,no_occupation
3649,170761464,Caught in/between Objects,no_object,no_occupation
3650,201033743,Caught in/between Objects,hoist,no_occupation
3651,200784205,Caught in/between Objects,street-sweeper,sweepmaster
3652,200781318,Struck By Moving Objects,truck,coworker
3653,307394007,Caught in/between Objects,tailgate-door,driver
3654,200741833,Falls,bucket,lineman
3655,201771854,Caught in/between Objects,no_object,builder
3656,200231280,Falls,stair-landing,no_occupation
3657,200621217,Falls,rope,owner
3658,202082079,Falls,no_object,no_occupation
3659,200361350,Falls,roofing,no_occupation
3660,201129079,Falls,no_object,foreman
3661,200212686,Falls,water,fisher
3662,200083384,Caught in/between Objects,drill-bit,no_occupation
3663,201408531,Struck By Moving Objects,no_object,no_occupation
3664,201078284,Electrocution,equipment,laborer
3665,200054062,Falls,water,excavator
3666,200776102,Falls,shoring,wailer
3667,201262805,Collapse of object,no_object,no_occupation
3668,200651743,Struck By Moving Objects,no_object,coworker
3669,202541876,Other,trench,laborer
3670,202089173,Caught in/between Objects,trench-cave,no_occupation
3671,202080370,Struck By Moving Objects,trench-cave,sewer
3672,200604429,Struck By Moving Objects,trench-cave,no_occupation
3673,202686291,Caught in/between Objects,no_object,no_occupation
3674,200002921,Falls,stepladder,plumber
3675,170185490,Caught in/between Objects,no_object,no_occupation
3676,201362571,Struck By Moving Objects,truck-backing,driver
3677,201171485,Struck By Moving Objects,no_object,laborer
3678,200960573,Caught in/between Objects,pickup,driver
3679,14353197,Struck By Moving Objects,motor-grader,no_occupation
3680,14202113,Struck By Moving Objects,trailer,coworker
3681,200375806,Struck By Moving Objects,backhoe,stabilizer
3682,202081147,Falls,bridge,no_occupation
3683,202634291,Struck By Moving Objects,machine,contractor
3684,202491817,Caught in/between Objects,beam,subcontractor
3685,200556314,Struck By Moving Objects,bulldozer,no_occupation
3686,200041523,Struck By Moving Objects,motor-vehicle,no_occupation
3687,937060,Struck By Moving Objects,tire-rim,no_occupation
3688,170587265,Caught in/between Objects,wheel-rim,no_occupation
3689,202487583,Falls,deck,foreman
3690,201622388,Falls,no_object,owner
3691,201311701,Falls,site,no_occupation
3692,201701869,Falls,no_object,no_occupation
3693,201989761,Falls,building,no_occupation
3694,201066909,Falls,hvac,foreman
3695,171058290,Falls,no_object,coworker
3696,200330447,Falls,no_object,no_occupation
3697,200800134,Falls,no_object,roofer
3698,200641033,Falls,hole,coworker
3699,200021194,Falls,steel-beam,no_occupation
3700,200671659,Falls,ladder,carpenter
3701,170785794,Falls,no_object,supervisor
3702,170132377,Falls,no_object,sprayer
3703,170701254,Falls,no_object,laborer
3704,170888903,Falls,house,no_occupation
3705,200782548,Struck By Moving Objects,no_object,climber
3706,14519524,Falls,no_object,climber
3707,14548259,Caught in/between Objects,climber,climber
3708,14519169,Falls,sky-climber,climber
3709,14469324,Falls,river,climber
3710,14548788,Falls,hoist,climber
3711,202648499,Caught in/between Objects,steer-loader,loader
3712,202691614,Falls,no_object,no_occupation
3713,201129897,Falls,skylight,coworker
3714,201129533,Caught in/between Objects,material,coworker
3715,201562832,Falls,no_object,no_occupation
3716,201204922,Falls,ladder,no_occupation
3717,202457677,Falls,no_object,supervisor
3718,202673125,Falls,no_object,laborer
3719,201400587,Struck By Moving Objects,retaining,no_occupation
3720,200757409,Struck By Moving Objects,poisoning,subcontractor
3721,14529671,Struck By Moving Objects,poisoning,driver
3722,201925526,Caught in/between Objects,no_object,driver
3723,201079019,Falls,no_object,carpenter
3724,201185998,Falls,scissor-lift,worker
3725,201523354,Struck By Moving Objects,terrain-forklift,contractor
3726,200002897,Struck By Moving Objects,compactor-roll,no_occupation
3727,201363314,Struck By Moving Objects,trench-cave,no_occupation
3728,200083525,Caught in/between Objects,compactor-rollover,no_occupation
3729,200713394,Struck By Moving Objects,atv,no_occupation
3730,200122869,Other,trench-cave,sewer
3731,201562030,Other,trench-cave,journeyman
3732,202454120,Caught in/between Objects,trench-cave,homeowner
3733,201344603,Caught in/between Objects,trench-cave,sewer
3734,201573284,Struck By Moving Objects,trench-cave,coworker
3735,201344454,Struck By Moving Objects,trench,sewer
3736,200052991,Struck By Moving Objects,no_object,sewer
3737,202341798,Struck By Moving Objects,trench,no_occupation
3738,170888812,Caught in/between Objects,barge,contractor
3739,202087516,Struck By Moving Objects,truck,driver
3740,201771292,Struck By Moving Objects,tank,no_occupation
3741,201630829,Struck By Moving Objects,no_object,clarifier
3742,201180189,Caught in/between Objects,handsaw,supervisor
3743,812644,Struck By Moving Objects,crawler-crane,no_occupation
3744,200542108,Other,location,former
3745,200374247,Falls,tower,foreman
3746,300787462,Struck By Moving Objects,powder,laborer
3747,837864,Struck By Moving Objects,trench,excavator
3748,200357598,Falls,no_object,no_occupation
3749,200840551,Falls,telecom-tower,no_occupation
3750,201120169,Falls,utility-pole,worker
3751,908368,Electrocution,power-line,no_occupation
3752,14396287,Falls,wooden-h,worker
3753,14387120,Falls,water-tower,painter
3754,201400306,Falls,warehouse,no_occupation
3755,14481485,Struck By Moving Objects,no_object,driver
3756,201092780,Struck By Moving Objects,chlorine-gas,subcontractor
3757,202600326,Falls,scissor-lift,drywallframer
3758,202487351,Falls,no_object,farmer
3759,200151306,Falls,no_object,no_occupation
3760,201636669,Falls,loose-nail,carpenter
3761,201573193,Falls,no_object,contractor
3762,200801595,Falls,scissor-lift,coworker
3763,200331304,Caught in/between Objects,lift-carriage,no_occupation
3764,200410769,Caught in/between Objects,soffit,no_occupation
3765,200674117,Falls,no_object,no_occupation
3766,202339412,Falls,jack-scaffold,owner
3767,201405651,Caught in/between Objects,scissor-lift,no_occupation
3768,202311668,Falls,no_object,coworker
3769,170065866,Falls,soffit,electrician
3770,170742829,Falls,no_object,no_occupation
3771,202457479,Struck By Moving Objects,no_object,plumber
3772,202462958,Caught in/between Objects,pipe,no_occupation
3773,202491718,Caught in/between Objects,pole,contractor
3774,201077286,Struck By Moving Objects,fire,coworker
3775,200041804,Struck By Moving Objects,building-fire,coworker
3776,201942976,Struck By Moving Objects,tanker-truck,driver
3777,200980068,Falls,river,no_occupation
3778,14278592,Other,dam-spillway,passenger
3779,200231884,Caught in/between Objects,rig,no_occupation
3780,202675575,Falls,no_object,no_occupation
3781,201077203,Falls,no_object,carpenter
3782,201127826,Struck By Moving Objects,backhoe,driver
3783,202488458,Struck By Moving Objects,furniture,brimer
3784,201036423,Caught in/between Objects,scaffolding,laborer
3785,201271731,Caught in/between Objects,tree,no_occupation
3786,200070761,Falls,no_object,coworker
3787,735837,Falls,no_object,no_occupation
3788,759902,Struck By Moving Objects,duct-fire,no_occupation
3789,202686671,Caught in/between Objects,drywall,no_occupation
3790,201497096,Struck By Moving Objects,truck-tire,passenger
3791,202653846,Falls,no_object,no_occupation
3792,202555009,Falls,no_object,laborer
3793,202666608,Falls,painter,painter
3794,200623494,Caught in/between Objects,spray-booth,owner
3795,202471868,Electrocution,job,foreman
3796,202554358,Falls,no_object,foreman
3797,202634903,Falls,no_object,painter
3798,201694064,Caught in/between Objects,spray-gun,painter
3799,201703360,Falls,ladder,no_occupation
3800,200358828,Falls,ladder,no_occupation
3801,200103703,Struck By Moving Objects,automobile,inspector
3802,202489670,Caught in/between Objects,hose,coworker
3803,202519286,Struck By Moving Objects,vehicle,no_occupation
3804,200997658,Struck By Moving Objects,excavator,excavator
3805,200604155,Falls,trench,excavator
3806,201505617,Caught in/between Objects,table,no_occupation
3807,201069028,Falls,no_object,laborer
3808,200580231,Falls,no_object,no_occupation
3809,201861002,Falls,no_object,carpenter
3810,202686531,Falls,story,worker
3811,201129400,Falls,stairway,no_occupation
3812,202553848,Falls,no_object,no_occupation
3813,202081089,Falls,stairway,doctor
3814,200023653,Falls,stairway,no_occupation
3815,202444865,Falls,puncture-wound,carpenter
3816,202444030,Struck By Moving Objects,scraper,no_occupation
3817,202345351,Struck By Moving Objects,saw,no_occupation
3818,201177656,Falls,metal-stake,no_occupation
3819,201146818,Falls,patio,no_occupation
3820,202440921,Struck By Moving Objects,grader,checker
3821,201953874,Falls,truss,owner
3822,201991924,Struck By Moving Objects,standpipe,no_occupation
3823,896431,Struck By Moving Objects,water,no_occupation
3824,14543961,Struck By Moving Objects,standpipe,no_occupation
3825,14299069,Falls,standpipe,owner
3826,564195,Other,no_object,no_occupation
3827,201798881,Falls,no_object,carpenter
3828,201798659,Caught in/between Objects,stapler-tool,tacker
3829,200611952,Caught in/between Objects,machinery,coworker
3830,202315479,Caught in/between Objects,junction-box,no_occupation
3831,200264406,Struck By Moving Objects,no_object,no_occupation
3832,201562576,Struck By Moving Objects,inside-tunnel,no_occupation
3833,201153426,Struck By Moving Objects,no_object,laborer
3834,201858719,Caught in/between Objects,steam,no_occupation
3835,170390587,Struck By Moving Objects,steam,no_occupation
3836,202544300,Caught in/between Objects,metal-beam,rigger
3837,201703592,Caught in/between Objects,no_object,no_occupation
3838,202544185,Falls,no_object,foreman
3839,202561296,Falls,steel-joist,coworker
3840,202529608,Falls,column,journeyman
3841,200758720,Struck By Moving Objects,steel-column,coworker
3842,170839773,Falls,steel-column,worker
3843,201071438,Falls,column,worker
3844,200881316,Falls,steel-column,foreman
3845,170761563,Struck By Moving Objects,steel-beam,subcontractor
3846,201561735,Falls,column,no_occupation
3847,201148079,Caught in/between Objects,column,fabricator
3848,202443453,Falls,column,coworker
3849,202451753,Falls,column,supervisor
3850,200271369,Struck By Moving Objects,steel-beam,no_occupation
3851,307391987,Falls,form,driver
3852,201799509,Caught in/between Objects,femur,driver
3853,201084969,Falls,no_object,worker
3854,201509163,Falls,ladder,no_occupation
3855,202453346,Falls,steel-beam,ironworker
3856,201178191,Falls,balance,no_occupation
3857,201991973,Falls,no_object,worker
3858,200822849,Falls,no_object,worker
3859,202340717,Falls,no_object,ironworker
3860,201772589,Falls,steel-plate,no_occupation
3861,201798154,Falls,steel-beam,ironworker
3862,202349585,Falls,no_object,no_occupation
3863,202352027,Falls,steel-beam,no_occupation
3864,200772440,Falls,no_object,no_occupation
3865,200673978,Falls,building,no_occupation
3866,201750759,Struck By Moving Objects,steel-beam,no_occupation
3867,200102234,Struck By Moving Objects,steel,coworker
3868,170834014,Caught in/between Objects,plate,no_occupation
3869,201042462,Falls,no_object,no_occupation
3870,201177888,Falls,steel-joist,worker
3871,200773612,Caught in/between Objects,compressor,foreman
3872,201281623,Falls,steel-girder,no_occupation
3873,200772606,Struck By Moving Objects,steel-joist,no_occupation
3874,200371326,Falls,no_object,no_occupation
3875,202655205,Caught in/between Objects,scissor-lift,contractor
3876,202542494,Struck By Moving Objects,foreman,foreman
3877,201078854,Caught in/between Objects,plate,coworker
3878,201127750,Struck By Moving Objects,ladder,contractor
3879,202492393,Struck By Moving Objects,pipefitter,pipefitter
3880,202584868,Falls,no_object,no_occupation
3881,200651206,Falls,no_object,coworker
3882,201752003,Struck By Moving Objects,backhoe,no_occupation
3883,201185154,Falls,no_object,sewer
3884,200271864,Struck By Moving Objects,steel-plate,coworker
3885,202526992,Struck By Moving Objects,jumping,no_occupation
3886,201751690,Struck By Moving Objects,no_object,no_occupation
3887,202485470,Struck By Moving Objects,truck-rollover,laborer
3888,200713204,Struck By Moving Objects,rig-tractor,coworker
3889,201509965,Struck By Moving Objects,equipment,no_occupation
3890,200631489,Caught in/between Objects,roller,coworker
3891,202075800,Struck By Moving Objects,collision,no_occupation
3892,201143591,Caught in/between Objects,no_object,foreman
3893,200022499,Caught in/between Objects,console,no_occupation
3894,900423,Struck By Moving Objects,backhoe,no_occupation
3895,200740983,Other,groin-area,no_occupation
3896,201162724,Falls,no_object,laborer
3897,200600674,Falls,no_object,no_occupation
3898,201121704,Falls,utility-pole,supervisor
3899,14521975,Falls,no_object,no_occupation
3900,170385660,Falls,utility-pole,worker
3901,202479119,Falls,fibula,no_occupation
3902,202509568,Falls,no_object,no_occupation
3903,202544102,Struck By Moving Objects,water,subcontractor
3904,202509097,Caught in/between Objects,arc-flash,laborer
3905,202652103,Caught in/between Objects,recluse-spider,no_occupation
3906,201763497,Caught in/between Objects,no_object,no_occupation
3907,201781093,Caught in/between Objects,no_object,passenger
3908,200823672,Falls,platform,bricklayer
3909,200514461,Caught in/between Objects,storm-sewer,sewer
3910,200676104,Struck By Moving Objects,metal-ladder,no_occupation
3911,202345450,Struck By Moving Objects,no_object,no_occupation
3912,202484119,Falls,rafter,coworker
3913,851477,Electrocution,power-line,conductor
3914,202352043,Falls,no_object,elaminator
3915,201403151,Electrocution,power-line,jumper
3916,14501027,Electrocution,power-line,owner
3917,14446223,Electrocution,power-line,no_occupation
3918,14465140,Electrocution,power-line,no_occupation
3919,127420487,Falls,strangulation,no_occupation
3920,202635116,Caught in/between Objects,street,coworker
3921,202444576,Caught in/between Objects,anchor,laborer
3922,202076634,Electrocution,power-line,no_occupation
3923,200674596,Struck By Moving Objects,street,no_occupation
3924,201406584,Electrocution,power-line,laborer
3925,201795549,Electrocution,power-line,no_occupation
3926,201405883,Electrocution,power-line,no_occupation
3927,200011104,Electrocution,power-line,electrician
3928,14228498,Electrocution,power-line,no_occupation
3929,200672103,Electrocution,power-line,no_occupation
3930,170853618,Electrocution,power-line,no_occupation
3931,202126116,Electrocution,power-line,conductor
3932,200020840,Electrocution,power-line,no_occupation
3933,171055742,Electrocution,power-line,no_occupation
3934,14372908,Electrocution,power-line,conductor
3935,201360195,Electrocution,power-line,contractor
3936,202553152,Struck By Moving Objects,no_object,contractor
3937,201639093,Caught in/between Objects,no_object,no_occupation
3938,200002889,Struck By Moving Objects,vehicle,driver
3939,200623502,Struck By Moving Objects,truck,no_occupation
3940,170084529,Struck By Moving Objects,flash-fire,no_occupation
3941,201079506,Falls,no_object,no_occupation
3942,202614533,Falls,no_object,no_occupation
3943,200556454,Struck By Moving Objects,house,no_occupation
3944,202586822,Struck By Moving Objects,gate,no_occupation
3945,201510674,Falls,form,no_occupation
3946,202461927,Struck By Moving Objects,vehicle,fowler
3947,202014312,Falls,no_object,foreman
3948,200612992,Struck By Moving Objects,trench,excavator
3949,200531689,Caught in/between Objects,conductor,conductor
3950,200202877,Struck By Moving Objects,no_object,coworker
3951,200451730,Other,breaker-box,conductor
3952,201991023,Struck By Moving Objects,area,no_occupation
3953,200211324,Struck By Moving Objects,project,supervisor
3954,200361442,Collapse of object,trench,no_occupation
3955,200758951,Caught in/between Objects,dumpster,no_occupation
3956,201408259,Struck By Moving Objects,sewer-cave,owner
3957,202494241,Falls,window,no_occupation
3958,200541951,Falls,no_object,no_occupation
3959,170121594,Struck By Moving Objects,sulfur-dioxide,no_occupation
3960,170739627,Struck By Moving Objects,no_object,concentrator
3961,202489498,Struck By Moving Objects,come,no_occupation
3962,201487139,Falls,no_object,laborer
3963,200550671,Falls,sump-pit,no_occupation
3964,170401251,Struck By Moving Objects,tank,no_occupation
3965,170591556,Struck By Moving Objects,sump-pump,journeyman
3966,201186822,Falls,no_object,subcontractor
3967,201992054,Falls,no_object,foreman
3968,200001501,Struck By Moving Objects,radio-tower,foreman
3969,202044566,Struck By Moving Objects,lift,worker
3970,201122397,Caught in/between Objects,no_object,no_occupation
3971,201121712,Caught in/between Objects,support-beam,no_occupation
3972,202014825,Falls,no_object,no_occupation
3973,201495025,Falls,deck,carpenter
3974,201311974,Electrocution,no_object,no_occupation
3975,200555399,Struck By Moving Objects,no_object,coworker
3976,201072113,Falls,no_object,carpenter
3977,200881357,Falls,no_object,no_occupation
3978,200052546,Falls,column,supervisor
3979,201799491,Falls,basement,no_occupation
3980,200602860,Struck By Moving Objects,house,laborer
3981,201408507,Struck By Moving Objects,no_object,no_occupation
3982,201044427,Struck By Moving Objects,grading-equipment,loader
3983,200644748,Struck By Moving Objects,no_object,coworker
3984,200823904,Falls,cofferdam,coworker
3985,201282696,Struck By Moving Objects,manhole,no_occupation
3986,200102697,Struck By Moving Objects,truck,driver
3987,201108404,Struck By Moving Objects,sustain,dealer
3988,200999225,Falls,no_object,electrician
3989,202468617,Falls,ceiling,supervisor
3990,200082261,Struck By Moving Objects,loader,loader
3991,201097078,Electrocution,ceiling,owner
3992,201503810,Falls,plaster,coworker
3993,200822005,Falls,no_object,no_occupation
3994,200150753,Struck By Moving Objects,ceiling,foreman
3995,201632668,Caught in/between Objects,lighting-circuit,electrician
3996,112895081,Falls,ceiling,coworker
3997,202673265,Caught in/between Objects,no_object,welder
3998,200999274,Struck By Moving Objects,crane,contractor
3999,200054161,Caught in/between Objects,no_object,coworker
4000,202329322,Falls,suspension-strand,no_occupation
4001,201404472,Caught in/between Objects,overhead,no_occupation
4002,200031060,Falls,suspension-scaffold,coworker
4003,201404381,Falls,lifeline,no_occupation
4004,14411326,Electrocution,power-line,conductor
4005,200850899,Falls,suspension-rope,foreman
4006,201400868,Caught in/between Objects,no_object,conductor
4007,723387,Falls,scaffold,no_occupation
4008,597500,Struck By Moving Objects,vehicle,worker
4009,170394068,Electrocution,power-line,no_occupation
4010,735084,Electrocution,power-line,no_occupation
4011,674408,Struck By Moving Objects,no_object,driver
4012,201859717,Caught in/between Objects,pond,homeowner
4013,201262250,Caught in/between Objects,no_object,no_occupation
4014,200676245,Caught in/between Objects,no_object,no_occupation
4015,200553477,Caught in/between Objects,lake,no_occupation
4016,200553451,Other,bridge-section,no_occupation
4017,201955523,Struck By Moving Objects,flush,no_occupation
4018,201521234,Struck By Moving Objects,no_object,contractor
4019,200840320,Struck By Moving Objects,no_object,journeyman
4020,170748610,Struck By Moving Objects,no_object,contractor
4021,170053284,Struck By Moving Objects,no_object,no_occupation
4022,568428,Electrocution,power-line,conductor
4023,170696181,Struck By Moving Objects,no_object,breaker
4024,170606248,Electrocution,power-line,conductor
4025,170245310,Struck By Moving Objects,no_object,foreman
4026,609388,Electrocution,power-line,contractor
4027,170717672,Struck By Moving Objects,no_object,foreman
4028,170072151,Struck By Moving Objects,no_object,worker
4029,201859295,Struck By Moving Objects,arc-blast,multimeter
4030,201039666,Caught in/between Objects,switchgear-box,coworker
4031,201262094,Struck By Moving Objects,arc-flash,journeyman
4032,171018120,Electrocution,power-line,journeyman
4033,170336358,Electrocution,power-line,no_occupation
4034,14419980,Electrocution,power-line,plumber
4035,170719710,Electrocution,power-line,conductor
4036,890475,Electrocution,power-line,contractor
4037,170194138,Electrocution,power-line,contractor
4038,800243,Electrocution,power-line,opticalfiber
4039,14492706,Electrocution,power-line,conductor
4040,14489819,Electrocution,power-line,no_occupation
4041,202545091,Caught in/between Objects,saw,carpenter
4042,201504354,Caught in/between Objects,tag,no_occupation
4043,201181443,Caught in/between Objects,finger,coworker
4044,305028011,Caught in/between Objects,pipe,no_occupation
4045,201502218,Falls,no_object,no_occupation
4046,201082765,Struck By Moving Objects,crane,worker
4047,812685,Falls,unit,digger
4048,200551505,Caught in/between Objects,embolism,coworker
4049,200850865,Falls,no_object,no_occupation
4050,948786,Falls,beam,foreman
4051,202587390,Struck By Moving Objects,truck-tailgate,driver
4052,170784201,Struck By Moving Objects,truck-tailgate,no_occupation
4053,202492831,Caught in/between Objects,truck-tailgate,laborer
4054,201562634,Struck By Moving Objects,no_object,owner
4055,14232094,Struck By Moving Objects,tandem,no_occupation
4056,14543813,Struck By Moving Objects,rear-tandem,no_occupation
4057,14424352,Falls,steel-erection,no_occupation
4058,202477188,Falls,no_object,driver
4059,200910578,Struck By Moving Objects,no_object,no_occupation
4060,201077021,Caught in/between Objects,no_object,worker
4061,201076668,Caught in/between Objects,no_object,coworker
4062,202362190,Falls,no_object,carpenter
4063,202346516,Falls,no_object,no_occupation
4064,14269260,Falls,no_object,no_occupation
4065,200811008,Falls,no_object,ulcer
4066,201790805,Falls,no_object,no_occupation
4067,170250591,Falls,bridge,carpenter
4068,768010,Falls,plywood-walkway,no_occupation
4069,14443170,Falls,dumbwaiter,no_occupation
4070,14487839,Electrocution,power-line,no_occupation
4071,14496970,Electrocution,power-line,conductor
4072,14518104,Electrocution,power-line,no_occupation
4073,14211189,Electrocution,power-line,no_occupation
4074,14443634,Electrocution,power-line,lampholder
4075,201184447,Falls,sheetrock,no_occupation
4076,201770161,Electrocution,power-line,no_occupation
4077,14486229,Electrocution,power-line,no_occupation
4078,14541924,Electrocution,power-line,interrupter
4079,732545,Electrocution,power-line,no_occupation
4080,14350367,Electrocution,power-line,conductor
